Year	Month_ID	Region_Province_Eng	Region_Province_Fr	Species_Eng	Species_Fr	Type_Eng	Type_Fr	Condition_Code	Description_Eng	Description_Fr	Units_Eng	Units_Fr	Data_Value
2021	5	Canada	Canada	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	7.7558
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.1554
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.258
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.0561
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.1704
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.2396
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0841
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.1185
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.9988
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.6818
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.2523
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.6741
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	16.9353
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	3.6857
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	32.933
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	15.8374
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.1998
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.387
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.8408
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.4445
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.799
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.0921
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.4765
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.4296
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.0841
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.0222
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.0888
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.129
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.0815
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.6659
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	2.5063
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	1.99
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	1.7556
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	1.0432
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	3.1697
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	6.4465
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	3.326
2021	5	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	1.1986
2021	5	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	8.9746
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	1.7658
2021	5	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	4.4742
2021	5	West	Ouest	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	8.3239
2021	5	Ontario	Ontario	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	8.2459
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	7.4864
2021	5	Canada	Canada	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	8.0712
2021	5	West	Ouest	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	450537
2021	5	Ontario	Ontario	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	542643
2021	5	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	356785
2021	5	Canada	Canada	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	1349965
2021	6	West	Ouest	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	6.5548
2021	6	Ontario	Ontario	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	4.2246
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	15.3136
2021	6	Canada	Canada	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	7.9049
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.3041
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.323
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.1625
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.2744
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.3359
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.1828
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.1883
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.7602
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.3747
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.325
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.4843
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	19.8672
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	4.7672
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	38.3448
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	18.4735
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.1858
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.478
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3656
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3552
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	1.1488
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.0258
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.3656
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.4735
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.3379
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.0129
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.0203
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.1184
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.152
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.1034
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.0609
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.1076
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.7602
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	3.036
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	3.0262
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	2.3085
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	0.9798
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	3.0619
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	8.2661
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	3.7776
2021	6	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	0.9798
2021	6	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	6.0462
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	3.5339
2021	6	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	3.7668
2021	6	West	Ouest	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	7.7238
2021	6	Ontario	Ontario	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	8.5238
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	7.4873
2021	6	Canada	Canada	Turkey	Dindon	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	7.9943
2021	6	West	Ouest	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	591929
2021	6	Ontario	Ontario	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	774035
2021	6	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	492374
2021	6	Canada	Canada	Turkey	Dindon	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	1858338
2021	7	West	Ouest	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	10.5998
2021	7	Ontario	Ontario	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	5.0519
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	19.5145
2021	7	Canada	Canada	Turkey	Dindon	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	10.2384
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.2847
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.5205
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.3225
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.3674
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.2303
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.2196
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	1.533
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.597
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.7483
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.9264
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	46.1005
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	7.4707
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	30.567
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	25.0812
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3942
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3368
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.403
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3706
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	1.4235
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.2296
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.8059
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.7411
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.2847
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.0153
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.0288
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	0.1029
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	2.0805
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.2602
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.0576
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	0.7823
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	3.9859
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	2.6484
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	3.1949
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	3.1978
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	1.5111
2021	7	Ontario	Ontario	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	4.9447
2021	7	Quebec - Atlantic	Québec - Atlantique	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	7.8288
2021	7	Canada	Canada	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	4.5565
2021	7	West	Ouest	Turkey	Dindon	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	0.876
